18,Wallet,03-13-2017 17:16:06
12,Wallet,03-05-2017 15:57:57
2,Internet Banking,02-06-2017 01:11:39
4,Card,02-13-2017 08:31:42
20,Card,02-13-2017 10:27:01
11,Wallet,05-26-2017 12:59:08
10,Card,02-23-2017 17:51:42
15,Card,01-31-2017 14:06:40
15,UPI,04-09-2017 12:36:37
4,Internet Banking,05-07-2017 04:39:32
21,UPI,05-20-2017 04:24:31
3,Wallet,03-03-2017 13:09:45
16,Wallet,03-13-2017 07:13:53
7,Card,03-03-2017 08:26:48
2,Card,02-18-2017 18:11:02
9,UPI,05-13-2017 18:55:27
3,Internet Banking,02-18-2017 00:18:23
8,Internet Banking,04-17-2017 06:29:42
17,Card,03-05-2017 03:59:57
6,UPI,04-21-2017 23:00:09
11,Card,03-04-2017 10:56:06
3,Card,02-03-2017 08:45:55
14,Card,05-22-2017 03:16:11
14,Card,02-17-2017 13:44:47
21,UPI,05-24-2017 22:05:41
9,Wallet,04-10-2017 06:42:10
17,Card,04-29-2017 21:29:01
10,Wallet,05-02-2017 12:40:33
9,Card,04-05-2017 08:16:00
3,Card,02-28-2017 19:39:53
20,Wallet,03-11-2017 04:25:29
10,Internet Banking,04-15-2017 23:57:17
19,UPI,03-01-2017 03:53:28
17,Card,04-24-2017 03:13:30
14,Wallet,05-23-2017 04:30:32
15,Internet Banking,04-26-2017 01:44:18
14,Wallet,03-19-2017 17:49:08
11,UPI,05-04-2017 11:24:22
13,Internet Banking,02-22-2017 23:05:07
19,Internet Banking,03-23-2017 07:30:43
17,UPI,04-08-2017 14:33:51
20,UPI,05-05-2017 10:03:53
12,Internet Banking,04-12-2017 17:34:11
1,UPI,04-04-2017 05:58:52
2,Card,02-18-2017 08:18:37
20,Wallet,02-11-2017 09:37:23
5,Internet Banking,03-02-2017 03:59:20
4,Card,02-26-2017 16:14:40
12,UPI,05-12-2017 13:18:29
2,Card,04-28-2017 21:09:35
11,Card,04-04-2017 03:06:03
13,UPI,03-14-2017 18:38:37
4,Internet Banking,03-14-2017 16:44:29
6,UPI,04-08-2017 21:55:39
3,UPI,03-02-2017 00:34:40
13,UPI,02-07-2017 19:21:32
13,Wallet,05-09-2017 15:30:18
2,Card,04-11-2017 00:36:35
16,Wallet,05-08-2017 05:18:31
18,Internet Banking,02-24-2017 03:56:13
12,Card,02-22-2017 22:00:20
10,Internet Banking,02-10-2017 04:59:15
17,UPI,02-12-2017 17:05:38
2,UPI,02-09-2017 15:02:46
7,Wallet,03-25-2017 07:40:45
1,Card,04-26-2017 20:04:31
10,Wallet,03-06-2017 03:33:11
3,UPI,05-12-2017 16:52:21
13,UPI,03-08-2017 12:24:25
8,UPI,02-24-2017 13:39:31
21,Internet Banking,02-08-2017 08:10:04
12,Wallet,03-13-2017 06:53:57
11,UPI,02-26-2017 06:52:14
9,Internet Banking,04-21-2017 17:14:48
2,Wallet,04-02-2017 19:55:24
11,UPI,05-05-2017 06:53:42
21,Card,02-13-2017 20:57:30
8,Wallet,03-26-2017 11:35:39
3,UPI,03-30-2017 07:29:23
15,UPI,03-20-2017 18:44:34
3,Wallet,03-23-2017 02:46:26
7,Internet Banking,02-02-2017 02:32:00
2,Internet Banking,04-14-2017 01:26:20
9,Internet Banking,02-05-2017 06:55:01
8,Wallet,04-22-2017 18:51:07
14,Internet Banking,05-13-2017 04:16:38
7,Wallet,04-09-2017 22:44:49
4,Wallet,03-12-2017 01:49:54
1,Card,04-22-2017 22:29:52
12,Wallet,02-13-2017 23:45:14
15,UPI,04-16-2017 01:37:03
5,Card,04-16-2017 12:29:55
11,Card,05-10-2017 09:49:35
6,Internet Banking,05-17-2017 22:59:40
14,Card,04-27-2017 16:21:08
9,UPI,04-20-2017 02:44:49
13,Card,02-13-2017 07:49:02
17,Internet Banking,02-08-2017 19:44:07
13,Wallet,05-26-2017 19:09:56
15,Internet Banking,02-18-2017 16:57:58
3,UPI,03-29-2017 23:47:55
13,Wallet,03-26-2017 12:43:42
13,UPI,05-04-2017 21:56:31
15,Wallet,03-12-2017 00:56:07
18,Internet Banking,04-11-2017 08:16:20
19,Internet Banking,05-06-2017 22:54:49
14,Internet Banking,03-14-2017 08:13:21
12,Card,03-06-2017 17:33:40
19,UPI,04-19-2017 11:22:58
11,Internet Banking,04-16-2017 07:10:14
4,Internet Banking,02-14-2017 06:30:30
4,Internet Banking,04-02-2017 20:03:02
9,Card,04-23-2017 01:26:08
5,Card,04-16-2017 08:03:23
15,Internet Banking,02-13-2017 02:06:30
5,Wallet,03-30-2017 13:18:18
15,UPI,03-07-2017 08:08:54
20,Internet Banking,03-15-2017 13:55:59
13,Internet Banking,04-20-2017 13:17:15
4,UPI,03-19-2017 12:58:32
15,Card,02-25-2017 01:23:50
19,Card,05-10-2017 17:31:18
8,Card,02-27-2017 11:44:14
7,Card,04-23-2017 20:16:34
12,Wallet,05-06-2017 04:37:42
19,Card,02-05-2017 17:28:26
4,Wallet,04-03-2017 03:44:14
2,Card,04-09-2017 13:43:31
19,Card,05-06-2017 16:23:47
8,UPI,05-17-2017 17:34:28
20,Wallet,03-06-2017 16:00:05
21,Internet Banking,03-14-2017 04:49:56
15,Card,03-26-2017 20:37:04
6,UPI,02-28-2017 08:38:21
11,Internet Banking,04-24-2017 23:07:37
10,UPI,05-13-2017 12:01:22
15,Wallet,02-21-2017 13:36:12
7,UPI,04-26-2017 20:49:05
13,Wallet,05-16-2017 05:06:58
5,Card,04-24-2017 05:02:47
4,Wallet,04-07-2017 10:14:26
14,Internet Banking,03-26-2017 21:09:09
16,Wallet,05-19-2017 13:30:44
21,Wallet,02-24-2017 16:52:53
10,Wallet,03-16-2017 09:10:07
7,Wallet,02-28-2017 15:58:24
8,Internet Banking,04-09-2017 05:02:20
16,Wallet,05-15-2017 12:02:39
20,Wallet,04-08-2017 12:23:36
8,Internet Banking,03-22-2017 00:36:58
10,UPI,02-06-2017 13:11:57
5,Card,05-17-2017 03:56:36
18,Card,01-30-2017 01:54:14
8,Internet Banking,04-20-2017 09:27:05
13,UPI,04-20-2017 16:26:52
6,UPI,04-21-2017 16:15:59
9,UPI,03-08-2017 21:14:42
4,Card,02-07-2017 02:56:52
2,Wallet,02-11-2017 18:26:37
8,Internet Banking,05-02-2017 15:11:23
14,Card,02-15-2017 03:00:47
9,Wallet,02-27-2017 12:55:39
2,UPI,05-08-2017 09:25:41
13,UPI,02-15-2017 02:27:44
11,Wallet,03-20-2017 00:28:40
10,Wallet,04-06-2017 23:58:39
13,UPI,03-05-2017 02:00:08
12,Card,03-04-2017 14:37:43
16,Wallet,03-29-2017 14:33:03
1,Internet Banking,03-20-2017 00:06:16
9,Wallet,03-30-2017 14:47:47
19,Internet Banking,02-08-2017 11:21:05
12,UPI,03-04-2017 05:24:50
14,Card,04-18-2017 09:39:25
17,UPI,04-11-2017 22:58:43
15,Card,03-09-2017 00:25:51
1,Wallet,04-27-2017 00:50:55
5,Wallet,02-11-2017 20:21:54
8,Card,03-31-2017 07:38:48
13,UPI,05-05-2017 13:03:59
5,UPI,05-18-2017 08:47:09
14,Wallet,03-23-2017 08:51:11
15,Wallet,02-02-2017 02:25:49
9,Wallet,05-15-2017 05:54:39
3,Card,05-05-2017 03:55:06
4,UPI,05-21-2017 22:42:45
2,Internet Banking,04-17-2017 12:57:29
20,UPI,03-09-2017 19:24:10
15,Wallet,04-09-2017 21:30:13
4,Card,04-03-2017 01:27:51
9,Card,03-09-2017 07:08:59
4,Card,05-16-2017 18:09:24
20,Internet Banking,03-04-2017 00:50:49
3,Internet Banking,02-13-2017 22:23:09
6,UPI,03-23-2017 06:22:12
2,UPI,03-20-2017 21:07:20
3,Card,02-27-2017 12:31:34
6,Wallet,05-13-2017 00:48:44
14,Internet Banking,04-10-2017 19:54:42
14,Wallet,04-24-2017 13:45:24
18,UPI,05-19-2017 10:24:16
13,Wallet,03-24-2017 12:39:31
14,Wallet,05-08-2017 12:01:38
16,Internet Banking,03-18-2017 08:08:25
6,UPI,05-27-2017 00:42:14
17,UPI,05-11-2017 16:32:09
9,Wallet,03-17-2017 18:17:57
14,Card,04-04-2017 18:26:23
16,Internet Banking,04-13-2017 09:00:27
7,Card,02-04-2017 16:30:00
18,Card,03-19-2017 05:56:10
5,Internet Banking,03-03-2017 10:03:40
13,UPI,02-16-2017 19:30:12
17,Wallet,02-28-2017 02:29:45
6,UPI,04-01-2017 00:38:27
5,Card,03-27-2017 09:30:14
17,UPI,03-12-2017 19:32:43
5,UPI,04-23-2017 12:15:08
4,UPI,04-28-2017 15:13:13
14,Card,03-21-2017 21:07:21
21,Internet Banking,03-21-2017 03:24:17
8,Internet Banking,04-03-2017 23:14:15
2,UPI,02-19-2017 23:33:18
20,Wallet,05-07-2017 03:25:47
8,Wallet,04-29-2017 12:22:37
14,UPI,04-26-2017 11:33:01
7,Card,02-28-2017 17:04:43
4,Internet Banking,03-15-2017 07:06:55
15,Internet Banking,02-14-2017 00:50:12
5,Internet Banking,03-08-2017 10:57:01
11,UPI,05-25-2017 16:05:55
4,UPI,03-27-2017 07:33:14
1,Wallet,02-14-2017 10:30:21
14,UPI,04-10-2017 13:51:02
5,Card,02-22-2017 16:08:18
19,Internet Banking,05-08-2017 03:00:42
13,UPI,02-10-2017 01:59:46
16,UPI,04-23-2017 09:11:49
10,Internet Banking,05-08-2017 19:30:35
18,Card,03-11-2017 20:53:55
6,Card,04-02-2017 19:38:15
21,Wallet,03-21-2017 09:47:36
13,Wallet,04-03-2017 02:00:06
19,UPI,04-17-2017 17:53:50
10,Wallet,02-28-2017 02:52:58
3,Wallet,05-16-2017 12:40:11
2,Card,02-14-2017 15:27:49
20,Wallet,05-05-2017 11:35:13
6,UPI,03-17-2017 13:30:54
12,Card,05-07-2017 05:01:24
17,Wallet,05-03-2017 15:54:07
1,Card,04-05-2017 07:59:00
15,Card,01-30-2017 02:50:15
8,UPI,03-05-2017 17:58:35
17,Card,05-23-2017 16:40:07
6,Internet Banking,03-02-2017 06:58:50
13,Card,03-06-2017 15:10:22
17,Internet Banking,05-03-2017 05:50:17
14,UPI,02-13-2017 06:36:10
12,UPI,04-06-2017 17:50:01
14,Card,04-04-2017 20:12:06
6,Wallet,03-20-2017 20:33:41
12,UPI,04-30-2017 12:19:42
2,Internet Banking,02-14-2017 01:08:50
16,UPI,02-13-2017 08:59:33
1,UPI,04-17-2017 02:42:43
12,Internet Banking,03-28-2017 18:18:25
2,UPI,03-06-2017 16:21:44
6,Internet Banking,02-17-2017 05:45:56
9,Wallet,05-12-2017 15:37:59
19,UPI,02-06-2017 17:22:06
1,UPI,04-05-2017 18:59:33
16,Wallet,03-10-2017 06:29:12
10,Card,03-05-2017 23:54:42
3,UPI,04-20-2017 12:26:18
10,Card,05-04-2017 12:01:30
2,Card,03-03-2017 13:54:44
19,UPI,05-15-2017 16:47:21
9,UPI,02-12-2017 12:01:12
9,Wallet,04-16-2017 14:15:20
11,Internet Banking,02-18-2017 15:51:01
11,Wallet,04-16-2017 13:48:34
3,Card,05-26-2017 01:30:52
11,Card,02-24-2017 22:23:11
12,UPI,02-02-2017 10:10:22
4,Card,05-20-2017 20:40:47
13,Internet Banking,03-03-2017 05:59:30
4,Wallet,05-02-2017 13:56:08
20,UPI,03-22-2017 15:33:29
10,Card,04-14-2017 10:27:33
19,UPI,04-24-2017 01:12:05
1,Internet Banking,04-27-2017 03:35:43
8,Internet Banking,02-27-2017 19:40:47
6,Card,05-22-2017 02:41:02
8,Internet Banking,05-15-2017 23:08:06
16,Wallet,05-07-2017 01:19:21
6,Card,02-13-2017 23:13:45
20,Card,02-09-2017 10:47:52
8,Internet Banking,01-30-2017 07:23:48
5,Wallet,04-15-2017 02:06:39
7,Card,02-07-2017 06:06:25
12,Wallet,05-07-2017 05:25:21
7,Internet Banking,03-11-2017 14:42:59
3,Wallet,04-19-2017 04:40:32
3,UPI,02-08-2017 08:11:27
4,Wallet,03-07-2017 21:45:18
8,Card,03-20-2017 07:46:20
8,Internet Banking,04-07-2017 00:53:38
4,Internet Banking,02-26-2017 18:20:01
14,UPI,04-22-2017 21:30:15
20,UPI,03-28-2017 14:02:03
14,UPI,02-15-2017 06:22:20
5,Card,05-01-2017 22:03:30
19,Wallet,04-20-2017 03:13:16
14,UPI,03-05-2017 08:23:20
10,Internet Banking,05-15-2017 04:40:46
12,Internet Banking,04-30-2017 09:55:26
6,UPI,05-27-2017 04:33:16
8,Card,02-05-2017 04:30:01
2,Card,05-03-2017 18:13:47
18,UPI,03-02-2017 00:56:20
8,Internet Banking,05-01-2017 13:48:56
14,Wallet,03-18-2017 11:27:16
9,UPI,02-24-2017 21:36:39
13,Internet Banking,03-05-2017 00:34:15
5,UPI,01-31-2017 15:02:51
8,Card,03-02-2017 13:32:34
13,Card,04-07-2017 03:52:20
3,Wallet,03-07-2017 19:00:42
20,Card,02-19-2017 22:49:28
4,UPI,05-08-2017 11:25:36
9,Internet Banking,05-17-2017 07:32:47
16,Card,04-20-2017 20:04:40
12,Wallet,05-12-2017 09:23:30
19,Card,03-18-2017 00:42:25
15,Internet Banking,03-11-2017 22:45:19
18,Card,04-28-2017 10:06:15
2,Card,04-11-2017 04:36:46
3,UPI,05-22-2017 20:54:10
10,Card,03-30-2017 16:24:22
8,Internet Banking,02-12-2017 19:36:27
10,UPI,02-28-2017 01:42:31
8,Card,04-19-2017 13:34:18
9,Card,02-18-2017 17:52:38
20,UPI,04-09-2017 17:18:34
9,UPI,03-24-2017 04:49:43
4,Wallet,03-16-2017 11:33:11
18,Card,02-04-2017 01:41:32
12,UPI,03-19-2017 04:39:53
13,Internet Banking,03-19-2017 13:30:18
10,Internet Banking,03-21-2017 04:05:00
5,Wallet,05-01-2017 12:15:55
15,Card,05-10-2017 10:04:57
19,Card,05-16-2017 05:36:35
7,Wallet,05-19-2017 20:06:19
20,UPI,05-17-2017 18:50:44
9,UPI,02-22-2017 10:56:50
12,Wallet,04-13-2017 23:16:34
18,Internet Banking,03-09-2017 05:22:18
11,Wallet,05-22-2017 01:03:34
7,Card,04-01-2017 23:26:05
10,UPI,02-18-2017 04:09:09
16,Internet Banking,04-01-2017 21:00:13
5,UPI,04-27-2017 06:00:39
12,Wallet,04-29-2017 22:44:34
15,Wallet,03-02-2017 07:14:51
12,Card,03-09-2017 22:49:01
8,UPI,03-14-2017 15:47:59
11,Internet Banking,05-18-2017 09:54:10
6,Wallet,03-25-2017 02:32:43
2,UPI,03-09-2017 19:44:20
20,UPI,02-19-2017 07:14:34
11,Card,05-12-2017 07:02:56
8,Wallet,02-10-2017 07:08:55
11,UPI,02-24-2017 00:39:33
9,Card,02-24-2017 03:51:53
8,UPI,03-10-2017 15:52:16
17,Wallet,04-23-2017 09:04:58
20,Card,03-16-2017 09:49:16
16,Wallet,03-21-2017 14:26:24
6,Card,05-04-2017 00:30:29
3,Wallet,04-25-2017 05:20:36
8,Internet Banking,02-23-2017 00:55:21
10,Wallet,02-15-2017 10:08:54
1,Internet Banking,03-11-2017 15:24:48
17,Wallet,01-31-2017 05:06:21
4,Internet Banking,03-21-2017 14:27:36
2,Wallet,02-09-2017 20:41:28
14,Wallet,03-06-2017 10:59:54
1,UPI,05-07-2017 21:07:50
14,Card,05-11-2017 12:15:16
6,Card,03-16-2017 09:40:30
18,Wallet,04-02-2017 15:17:23
4,Internet Banking,05-08-2017 00:54:05
14,Card,05-19-2017 06:01:40
19,Internet Banking,03-05-2017 19:31:36
19,Internet Banking,04-13-2017 15:33:16
3,Card,04-10-2017 13:53:59
3,Card,05-11-2017 22:28:30
5,Internet Banking,05-19-2017 23:51:10
10,Wallet,03-26-2017 21:18:52
18,Card,04-20-2017 20:59:24
21,Internet Banking,01-31-2017 16:06:18
10,Wallet,05-04-2017 18:50:26
11,UPI,04-29-2017 05:52:20
15,Internet Banking,05-15-2017 16:22:00
3,Internet Banking,04-09-2017 05:21:34
21,UPI,05-19-2017 11:50:30
4,Card,03-29-2017 13:27:37
6,UPI,03-29-2017 06:26:19
8,Card,05-25-2017 10:52:25
10,Internet Banking,02-04-2017 18:20:13
21,Internet Banking,05-05-2017 18:13:34
16,UPI,02-15-2017 15:51:00
21,Internet Banking,05-05-2017 10:18:34
3,Card,05-10-2017 23:53:22
13,Card,04-23-2017 18:37:23
6,Wallet,04-15-2017 22:03:57
14,Internet Banking,05-02-2017 08:16:29
7,UPI,02-22-2017 16:23:21
11,Card,05-13-2017 18:28:28
12,Wallet,05-15-2017 17:47:31
8,UPI,02-02-2017 22:00:15
2,Card,02-28-2017 07:43:25
18,Card,02-25-2017 19:23:48
19,Internet Banking,03-08-2017 21:04:28
18,Internet Banking,04-29-2017 07:27:26
7,Internet Banking,04-20-2017 12:56:10
17,UPI,05-21-2017 17:03:20
11,Wallet,02-07-2017 21:53:23
11,Wallet,04-24-2017 05:35:25
11,Internet Banking,02-27-2017 18:32:40
6,Wallet,03-21-2017 10:08:41
8,Wallet,02-19-2017 08:13:36
8,Internet Banking,04-09-2017 07:15:29
21,Internet Banking,04-30-2017 14:07:35
14,Card,05-15-2017 00:40:57
4,Wallet,04-29-2017 11:50:29
6,Card,03-24-2017 20:47:18
14,Internet Banking,02-17-2017 05:22:22
14,Wallet,03-03-2017 12:03:05
20,Card,04-19-2017 18:41:44
18,Wallet,02-17-2017 09:15:50
8,Wallet,03-01-2017 14:08:27
20,Card,05-09-2017 20:57:13
7,Card,03-14-2017 04:01:17
19,Card,02-12-2017 18:28:37
6,Wallet,05-11-2017 04:26:51
4,UPI,04-23-2017 13:13:29
9,Internet Banking,02-06-2017 01:46:38
4,Internet Banking,04-20-2017 02:29:21
18,Wallet,02-08-2017 00:07:59
15,Wallet,04-10-2017 14:28:48
6,UPI,02-02-2017 16:45:34
7,Wallet,02-05-2017 05:12:45
2,Card,02-09-2017 21:33:11
11,Wallet,03-01-2017 22:25:44
15,Wallet,02-08-2017 07:01:33
3,Wallet,03-06-2017 20:24:02
4,Card,05-14-2017 05:02:19
7,Card,04-26-2017 00:50:11
11,Wallet,02-25-2017 09:46:37
12,Wallet,03-10-2017 05:20:51
3,Wallet,04-22-2017 12:42:03
10,UPI,03-13-2017 04:47:10
10,Wallet,04-11-2017 05:11:02
18,Card,05-15-2017 05:27:11
20,UPI,03-31-2017 20:26:16
4,Internet Banking,02-08-2017 11:52:55
9,Wallet,03-23-2017 17:03:17
15,Internet Banking,03-13-2017 21:26:02
13,Internet Banking,03-03-2017 02:45:03
12,Card,04-30-2017 17:55:08
1,Internet Banking,02-02-2017 10:52:00
9,Wallet,04-03-2017 19:08:31
20,Internet Banking,03-18-2017 08:47:28
3,UPI,03-26-2017 11:40:03
21,UPI,05-21-2017 09:19:09
19,Card,03-15-2017 20:14:57
5,Card,04-24-2017 06:11:32
18,Card,02-09-2017 23:46:50
11,Internet Banking,02-17-2017 00:31:44
14,Card,03-24-2017 10:57:19
3,UPI,05-01-2017 08:42:12
16,Card,05-03-2017 15:13:10
13,UPI,01-30-2017 23:19:56
7,Internet Banking,02-04-2017 02:03:06
7,Card,04-21-2017 22:07:38
19,Card,02-22-2017 15:27:02
17,UPI,05-12-2017 09:01:13
7,Wallet,03-23-2017 12:36:33
6,UPI,02-21-2017 15:35:59
12,UPI,03-26-2017 17:19:57
11,Card,04-26-2017 07:38:07
10,Internet Banking,03-31-2017 04:37:01
18,Wallet,05-07-2017 23:37:41
8,Wallet,03-09-2017 02:56:01
21,UPI,04-19-2017 18:19:03
20,Wallet,03-29-2017 22:25:08
17,Wallet,04-19-2017 06:21:55
7,Internet Banking,03-22-2017 20:41:32
